Name	WMC	DIT	NOCC	CBO	RFC	LCOM	WMC*	NOM	MPC	DAC	SIZE1	SIZE2	DSC	NOH	ANA	DAM	DCC	CAMC	MOA	MFA	NOP	CIS	NPM	Reusability	Flexibility	Understandability	Functionality	Extendibility	Effectiveness	FanIn	ClassNames
MPChartLib/src/com/github/mikephil/charting/charts/RadarChart.java	27.0	0	0	11.0	75.0	351.0	1.2592592239379883	27.0	48.0	4	170	37	1	0	1	1.0	11.0	0.07407407407407407	4	0.0	0	21	21	8.268518518518519	-0.5	-12.845555555555556	4.848888888888888	-5.0	1.2000000000000002	1	com.github.mikephil.charting.charts.RadarChart
MPChartLib/src/com/github/mikephil/charting/components/ComponentBase.java	12.0	0	2	2.0	14.0	66.0	1.1666666269302368	12.0	2.0	0	32	18	1	1	0	1.0	2.0	0.125	0	0.0	0	12	12	6.03125	-0.25	-4.57875	3.0950000000000006	-1.0	0.2	29	com.github.mikephil.charting.components.ComponentBase
MPChartExample/src/com/xxmassdeveloper/mpchartexample/InvertedLineChartActivity.java	9.0	0	0	11.0	40.0	36.0	2.5999999046325684	9.0	31.0	1	239	12	1	0	0	1.0	11.0	0.16049382716049382	1	0.0	0	7	7	1.2901234567901234	-2.0	-6.547037037037038	1.7792592592592593	-5.5	0.4	1	com.xxmassdeveloper.mpchartexample.InvertedLineChartActivity
MPChartExample/src/com/xxmassdeveloper/mpchartexample/LineChartActivityColored.java	3.0	0	0	8.0	13.0	3.0	0.75	3.0	10.0	1	99	6	1	0	1	1.0	8.0	0.4	1	0.0	0	0	0	-1.4	-1.25	-3.8280000000000003	0.268	-3.5	0.6000000000000001	1	com.xxmassdeveloper.mpchartexample.LineChartActivityColored
MPChartLib/src/com/github/mikephil/charting/listener/OnDrawListener.java	3.0	0	0	1.0	3.0	3.0	0.75	3.0	0.0	0	0	3	1	0	0	-1.0	1.0	0.5	0	0.0	0	3	3	1.875	-0.5	-1.815	0.94	-0.5	-0.2	1	com.github.mikephil.charting.listener.OnDrawListener
MPChartExample/src/com/xxmassdeveloper/mpchartexample/HorizontalBarChartActivity.java	9.0	0	0	10.0	34.0	36.0	2.5	9.0	25.0	1	215	13	1	0	0	1.0	10.0	0.16049382716049382	1	0.0	0	7	7	1.5401234567901234	-1.75	-6.217037037037038	1.7792592592592593	-5.0	0.4	1	com.xxmassdeveloper.mpchartexample.HorizontalBarChartActivity
MPChartLib/src/com/github/mikephil/charting/charts/PieChart.java	39.0	0	0	9.0	70.0	741.0	1.2564102411270142	39.0	31.0	0	195	49	1	0	1	1.0	9.0	0.07692307692307693	0	0.0	0	30	30	13.26923076923077	-2.0	-16.144615384615385	6.829230769230769	-4.0	0.4	1	com.github.mikephil.charting.charts.PieChart
MPChartExample/src/com/xxmassdeveloper/mpchartexample/fragments/SimpleFragment.java	7.0	0	5	11.0	33.0	21.0	1.0	7.0	26.0	0	156	9	1	1	0	1.0	11.0	0.22857142857142856	0	0.0	0	1	1	-1.692857142857143	-2.5	-5.864571428571429	0.6874285714285714	-5.5	0.2	6	com.xxmassdeveloper.mpchartexample.fragments.SimpleFragment
MPChartExample/src/com/xxmassdeveloper/mpchartexample/fragments/BarChartFrag.java	8.0	0	0	3.0	10.0	28.0	0.8888888955116272	8.0	2.0	1	58	9	1	0	1	1.0	3.0	0.3	1	0.0	0	8	8	3.825	0.0	-3.861	2.016	-1.0	0.6000000000000001	1	com.xxmassdeveloper.mpchartexample.fragments.BarChartFrag
MPChartLib/src/com/github/mikephil/charting/matrix/Vector3.java	17.0	0	0	1.0	26.0	136.0	1.1176470518112183	17.0	9.0	4	77	24	1	0	0	0.0	1.0	0.4117647058823529	4	0.0	0	17	17	8.852941176470589	1.75	-6.134117647058824	4.009411764705883	-0.5	0.8	1	com.github.mikephil.charting.matrix.Vector3
MPChartLib/src/com/github/mikephil/charting/interfaces/BubbleDataProvider.java	1.0	2	0	2.0	1.0	0.0	0.5	1.0	0.0	0	0	1	1	0	2	-1.0	2.0	-1.0	0	0.9836065573770492	0	1	1	0.25	-0.75	-2.64	0.32	0.4918032786885246	0.39672131147540984	1	com.github.mikephil.charting.interfaces.BubbleDataProvider
MPChartExample/src/com/xxmassdeveloper/mpchartexample/AnotherBarActivity.java	6.0	0	0	6.0	22.0	15.0	3.0	6.0	16.0	1	175	9	1	0	0	1.0	6.0	0.2222222222222222	1	0.0	0	5	5	1.5555555555555556	-0.75	-3.8866666666666667	1.3466666666666667	-3.0	0.4	1	com.xxmassdeveloper.mpchartexample.AnotherBarActivity
MPChartLib/src/com/github/mikephil/charting/interfaces/ScatterDataProvider.java	1.0	2	0	2.0	1.0	0.0	0.5	1.0	0.0	0	0	1	1	0	2	-1.0	2.0	-1.0	0	0.9836065573770492	0	1	1	0.25	-0.75	-2.64	0.32	0.4918032786885246	0.39672131147540984	1	com.github.mikephil.charting.interfaces.ScatterDataProvider
MPChartExample/src/com/xxmassdeveloper/mpchartexample/fragments/ScatterChartFrag.java	2.0	0	0	4.0	6.0	1.0	0.6666666865348816	2.0	4.0	1	34	3	1	0	1	1.0	4.0	0.5	1	0.0	0	2	2	0.625	-0.25	-2.145	0.72	-1.5	0.6000000000000001	1	com.xxmassdeveloper.mpchartexample.fragments.ScatterChartFrag
MPChartLib/src/com/github/mikephil/charting/buffer/CircleBuffer.java	2.0	1	0	3.0	12.0	1.0	1.0	2.0	10.0	0	17	2	1	0	1	-1.0	3.0	0.5	0	0.8947368421052632	0	1	1	0.375	-1.0	-2.475	0.5	-0.5526315789473684	0.17894736842105263	2	com.github.mikephil.charting.buffer.CircleBuffer
MPChartLib/src/com/github/mikephil/charting/renderer/CandleStickChartRenderer.java	6.0	2	0	21.0	116.0	15.0	3.1666667461395264	6.0	110.0	3	220	9	1	0	1	1.0	21.0	0.3888888888888889	3	0.7857142857142857	0	5	5	-2.1527777777777777	-3.5	-9.111666666666668	1.3666666666666667	-9.607142857142858	1.157142857142857	1	com.github.mikephil.charting.renderer.CandleStickChartRenderer
MPChartLib/src/com/github/mikephil/charting/utils/ColorTemplate.java	3.0	0	0	0.0	4.0	3.0	0.75	3.0	1.0	0	35	9	1	0	0	0.0	0.0	0.5	0	0.0	0	3	3	2.125	0.0	-1.155	0.94	0.0	0.0	4	com.github.mikephil.charting.utils.ColorTemplate
